brand,name,type,country,ingredient_list,ingredient_count,claimed_concerns,positive_concerns,negative_concerns,condition_concerns,positive_count,negative_count,condition_count,has_fragrance,has_drying_alcohol,has_irritants,has_vitamin_c,has_hyaluronic_acid,has_niacinamide,has_ceramides,has_aha,has_bha,has_retinoids,has_peptides,has_antioxidants,antioxidant_list,humectant_list,emollient_list,occlusive_list,peptide_list,retinoid_list,exfoliant_list,plant_extract_list,absorbent_list,film_forming_list,texture_enhancer_list,fragrance_ingredients,irritant_ingredients,drying_alcohol_ingredients
Dr.G,Black Snail Cream,general moisturizer,,"['Water' 'Snail Secretion Filtrate' 'Dipropylene Glycol' 'Glycerin'
 'Cyclomethicone' 'Cetearyl Alcohol' 'Caprylic/Capric Triglyceride'
 'Triethylhexanoin' 'Hydrogenated Polydecene' 'Niacinamide' 'Hydrogen'
 'Ceramide Ns' 'Oak Root Extract' 'Cetearyl Glucoside'
 'Glyceryl Stearate Se' 'Muscle Extract' 'Butter Extract'
 'Portulaca Pilosa Extract' 'Centella Asiatica Extract'
 'Ficus Indica Leaf Extract' 'Rosa Indica Flower Extract'
 'Averrhoa Bilimbi Leaf Extract' 'Citrus Iyo Fruit Extract'
 'Plant Ash Extract' 'Aloe Vera Callus Extract'
 'Ocimum Basilicum Leaf Extract' 'Turtle Extract' 'Coral Extract'
 'Hydrogenated Lecithin' 'Argania Spinosa Kernel Oil' 'Sodium Hyaluronate'
 'Arachis Hypogaea Oil' 'Citrus Aurantium Bergamia Fruit Oil'
 'Citrus Tangerina Peel Oil' 'Geranium Macrorrhizum Flower/Leaf/Stem Oil'
 'Citrus Iyo Peel Oil' 'Rose Flower Oil' 'Citronellal'
 'Santalum Album Oil' 'Jasminum Officinale Oil'
 'Chamomilla Recutita Flower Oil' 'Citrus Limon Leaf Oil'
 'Ferula Galbaniflua Resin Oil' 'Rice Ferment Filtrate' 'Dimethicone'
 'Squalane' 'Alcohol' 'Glyceryl Stearate' 'Cetearyl Olivate'
 'Sorbitan Oleate' 'Peg-100 Stearate' '2-Hydroxyethyl Acrylate'
 'Cellulose' 'Butylene Glycol' 'Palmitic Acid'
 'Hydrogenated Polyisobutene' 'Betaine' 'Ethanolamine' 'Polysorbate 60'
 'Polyquaternium-51' 'Glycosyl Trehalose' 'Isononyl Isononanoate'
 'Polyglyceryl-3 Diisostearate' 'Cellulose Gum' 'Triticum Vulgare Starch'
 'Hydrogenated Starch Hydrolysate' 'Raffinose' 'Biosaccharide Gum-1'
 'Butyrospermum Parkii Butter' 'Stearic Acid' 'Adenosine' 'Beta-Glucan'
 'Disodium EDTA' 'Lecithin' 'Sucrose' 'Caramel' 'Panthenol'
 'Inulin Lauryl Carbamate' 'Lauryl Acrylate' 'Propylene Glycol'
 'Titanium Dioxide' 'Coco-Caprylate' 'Tromethamine' 'Folic Acid'
 'Disodium Stearoyl Glutamate' 'Arabinose' 'Peg-30 Dipolyhydroxystearate'
 'Ceramide NP' 'Cholesterol' 'Xanthan Gum' 'Triethoxycaprylylsilane'
 'Alumina' 'Pearl Powder' 'Palmitoyl Tripeptide-1' 'Parfum'
 'Ethylhexylglycerin' 'Phenoxyethanol' 'Pentylene Glycol'
 'Caprylyl Glycol' 'Benzyl Salicylate' 'Limonene' 'Geraniol'
 'Hydroxycitronellal' 'Linalool']",104,"['good_for_oily_skin' 'redness_reducing' 'reduces_irritation' 'anti_aging'
 'acne_fighting' 'brightening' 'may_worsen_oily_skin' 'acne_trigger'
 'rosacea']","['good_for_oily_skin' 'redness_reducing' 'reduces_irritation' 'anti_aging'
 'acne_fighting' 'brightening']",['may_worsen_oily_skin' 'acne_trigger'],['rosacea'],6,2,1,True,False,True,False,True,True,True,False,False,False,True,True,"['Snail Secretion Filtrate', 'Niacinamide', 'Oak Root Extract', 'Muscle Extract', 'Butter Extract', 'Portulaca Pilosa Extract', 'Centella Asiatica Extract', 'Ficus Indica Leaf Extract', 'Rosa Indica Flower Extract', 'Averrhoa Bilimbi Leaf Extract', 'Citrus Iyo Fruit Extract', 'Plant Ash Extract', 'Aloe Vera Callus Extract', 'Ocimum Basilicum leaf extract', 'Turtle Extract', 'Coral Extract', 'Argania Spinosa Kernel Oil', 'Sodium Hyaluronate', 'Rose Flower Oil', 'Squalane', 'Butyrospermum Parkii Butter', 'Beta-Glucan', 'Folic Acid']","['Glycerin', 'Triethylhexanoin', 'Niacinamide', 'Sodium Hyaluronate', 'Butylene Glycol', 'Betaine', 'Polyquaternium-51', 'Hydrogenated Starch Hydrolysate', 'Raffinose', 'Biosaccharide Gum-1', 'Sucrose', 'Panthenol', 'Propylene Glycol', 'Ethylhexylglycerin', 'Pentylene Glycol']","['Cyclomethicone', 'Cetearyl Alcohol', 'Caprylic/Capric Triglyceride', 'Hydrogenated Polydecene', 'Ceramide NS', 'Glyceryl Stearate SE', 'Hydrogenated Lecithin', 'Argania Spinosa Kernel Oil', 'Dimethicone', 'Squalane', 'Alcohol', 'Glyceryl Stearate', 'Hydrogenated Polyisobutene', 'Isononyl Isononanoate', 'Polyglyceryl-3 Diisostearate', 'Butyrospermum Parkii Butter', 'Stearic Acid', 'Lecithin', 'Coco-Caprylate', 'Ceramide NP', 'Cholesterol']","['Triethylhexanoin', 'Palmitic Acid', 'Titanium Dioxide']","['Snail Secretion Filtrate', 'Palmitoyl Tripeptide-1']",[],[],"['Caprylic/Capric Triglyceride', 'Oak Root Extract', 'Muscle Extract', 'Butter Extract', 'Portulaca Pilosa Extract', 'Centella Asiatica Extract', 'Ficus Indica Leaf Extract', 'Rosa Indica Flower Extract', 'Averrhoa Bilimbi Leaf Extract', 'Citrus Iyo Fruit Extract', 'Plant Ash Extract', 'Aloe Vera Callus Extract', 'Ocimum Basilicum leaf extract', 'Turtle Extract', 'Coral Extract', 'Argania Spinosa Kernel Oil', 'Citrus Aurantium Bergamia Fruit Oil', 'Citrus Tangerina Peel Oil', 'Citrus Iyo Peel Oil', 'Citrus Limon Leaf Oil', 'Cellulose', 'Cellulose Gum', 'Butyrospermum Parkii Butter', 'Adenosine', 'Beta-Glucan', 'Caprylyl Glycol', 'Limonene', 'Linalool']",['Alumina'],"['Polyquaternium-51', 'Hydrogenated Starch Hydrolysate', 'Biosaccharide Gum-1']","['Dipropylene Glycol', 'Glycerin', 'Cetearyl Alcohol', 'Caprylic/Capric Triglyceride', 'Cetearyl Glucoside', 'Cetearyl Olivate', 'Cellulose', 'Butylene Glycol', 'Hydrogenated Polyisobutene', 'Cellulose Gum', 'Biosaccharide Gum-1', 'Stearic Acid', 'Beta-Glucan', 'Propylene Glycol', 'Coco-Caprylate', 'Xanthan Gum', 'Triethoxycaprylylsilane', 'Alumina']","['Citrus Aurantium Bergamia Fruit Oil', 'Citrus Tangerina Peel Oil', 'Citrus Iyo Peel Oil', 'Rose Flower Oil', 'Citrus Limon Leaf Oil', 'Parfum', 'Benzyl Salicylate', 'Limonene', 'Geraniol', 'Hydroxycitronellal', 'Linalool']","['Citrus Aurantium Bergamia Fruit Oil', 'Citrus Tangerina Peel Oil', 'Citrus Iyo Peel Oil', 'Rose Flower Oil', 'Citrus Limon Leaf Oil', 'Alcohol', 'Parfum', 'Benzyl Salicylate', 'Limonene', 'Geraniol', 'Hydroxycitronellal', 'Linalool']",[]
La Roche-Posay,Cicaplast Baume B5 SPF50,facial treatment,France,"['Water' 'Homosalate' 'Panthenol' 'Ethylhexyl Salicylate'
 'Butyl Methoxydibenzoylmethane' 'Octocrylene' 'Alcohol Denat.'
 'Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine'
 'Styrene/Acrylates Copolymer' 'Ethylhexyl Triazone' 'Triethanolamine'
 'Dimethicone' 'Phenylbenzimidazole Sulfonic Acid' 'Peg-8 Laurate'
 'Sorbitan Oleate' 'Zinc Gluconate' 'Madecassoside' 'Manganese Gluconate'
 'Isohexadecane' 'Sodium Acrylates Crosspolymer-2' 'Silica' '2-Oleamido-1'
 '3-Octadecanediol' 'Perlite' 'Drometrizole Trisiloxane' 'Poloxamer 338'
 'Disodium EDTA' 'Copper Gluconate' 'Caprylyl Glycol' 'Polysorbate 80'
 'Acrylamide/Sodium Acryloyldimethyltaurate Copolymer'
 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer' 'BHA' 'Tocopherol'
 'Phenoxyethanol']",35,"['reduces_irritation' 'brightening' 'acne_trigger' 'irritating' 'rosacea'
 'eczema']",['reduces_irritation' 'brightening'],['acne_trigger' 'irritating'],['rosacea' 'eczema'],2,2,2,False,True,True,False,False,False,False,False,False,False,False,True,"['Madecassoside', 'Manganese Gluconate', 'Copper Gluconate', 'BHA', 'Tocopherol']","['Panthenol', 'Zinc Gluconate', 'Manganese Gluconate']",['Dimethicone'],['Silica'],[],[],[],"['Madecassoside', 'Caprylyl Glycol']","['Sodium Acrylates Crosspolymer-2', 'Silica']",[],"['Isohexadecane', 'Silica', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer']",[],['Alcohol Denat.'],['Alcohol Denat.']
RoC,Multi Correxion Revive + Glow Moisturizer,general moisturizer,France,"['Water' 'Dicaprylyl Carbonate'
 'Trimethylolpropane Tricaprylate/Tricaprate' 'Tridecyl Trimellitate'
 'Butylene Glycol' 'Propanediol' '3-O-Ethyl Ascorbic Acid' 'Glycerin'
 'Troxerutin' 'Nonapeptide-1' 'Sodium Lactate' 'Sodium PCA'
 'Butyrospermum Parkii Butter' 'Cistus Monspeliensis Extract'
 'Citrullus Lanatus Fruit Extract' 'Lens Esculenta Fruit Extract'
 'Polygonum Aviculare Extract' 'Pyrus Malus Fruit Extract' 'Dimethicone'
 'Cetearyl Alcohol' 'Polyglyceryl-3 Methylglucose Distearate'
 'Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer'
 'Polyacrylate Crosspolymer-6' 'Cetearyl Glucoside' 'Polysilicone-11'
 'Caprylyl Glycol' 'Disodium Phosphate' 'Sodium Phosphate' 'Maltodextrin'
 '2-Hexanediol' 'Caprylhydroxamic Acid' 'Potassium Sorbate'
 'Sodium Benzoate' 'Tetrasodium EDTA' 'Sodium Citrate' 'Citric Acid'
 'Parfum' 'Limonene' 'Linalool' 'Citral' 'Ci 15985' 'Ci 19140']",42,"['redness_reducing' 'skin_texture' 'reduces_large_pores' 'anti_aging'
 'dark_spots' 'drying' 'acne_trigger' 'irritating']","['redness_reducing' 'skin_texture' 'reduces_large_pores' 'anti_aging'
 'dark_spots']",['drying' 'acne_trigger' 'irritating'],[],5,3,0,True,False,True,False,False,False,False,True,False,False,False,True,"['Troxerutin', 'Butyrospermum Parkii Butter', 'Cistus Monspeliensis Extract', 'Citrullus Lanatus Fruit Extract', 'Lens Esculenta Fruit Extract', 'Polygonum Aviculare Extract', 'Pyrus Malus Fruit Extract', 'Sodium Citrate']","['Butylene Glycol', 'Glycerin', 'Sodium Lactate', 'Sodium PCA', 'Maltodextrin']","['Dicaprylyl Carbonate', 'Tridecyl Trimellitate', 'Butyrospermum Parkii Butter', 'Dimethicone', 'Cetearyl Alcohol']",[],[],[],[],"['Troxerutin', 'Butyrospermum Parkii Butter', 'Cistus Monspeliensis Extract', 'Citrullus Lanatus Fruit Extract', 'Lens Esculenta Fruit Extract', 'Polygonum Aviculare Extract', 'Pyrus Malus Fruit Extract', 'Caprylyl Glycol', 'Limonene', 'Linalool']",['Maltodextrin'],"['Tridecyl Trimellitate', 'Maltodextrin']","['Tridecyl Trimellitate', 'Butylene Glycol', 'Propanediol', 'Glycerin', 'Cetearyl Alcohol', 'Polyacrylate Crosspolymer-6', 'Cetearyl Glucoside', 'Polysilicone-11', 'Sodium Phosphate']","['Parfum', 'Limonene', 'Linalool', 'Citral']","['Parfum', 'Limonene', 'Linalool', 'Citral']",[]
Dr. Oracle,A-Thera Tea Tree Peeling Sticks,facial treatment,South Korea,"['Lactic Acid' 'Glycolic Acid' 'Melaleuca Alternifolia Leaf Extract'
 'Gaultheria Procumbens Leaf Extract' 'Bambusa Vulgaris Water' 'Water'
 'Propanediol' 'Alcohol' 'Glycerin' 'Arginine' 'Butylene Glycol'
 'Sodium Citrate' 'Erythritol' 'Tremella Fuciformis Extract'
 'Citrus Limon Fruit Extract' 'Pyrus Malus Fruit Extract'
 'Psidium Guajava Fruit Extract' 'Disodium EDTA' 'Peg-75' 'Xanthan Gum'
 'Peg-60 Hydrogenated Castor Oil' '2-Hexanediol' 'Chlorphenesin'
 'Mentha Piperita Oil']",24,"['good_for_oily_skin' 'skin_texture' 'reduces_large_pores' 'anti_aging'
 'dark_spots' 'brightening' 'drying' 'irritating' 'rosacea' 'eczema']","['good_for_oily_skin' 'skin_texture' 'reduces_large_pores' 'anti_aging'
 'dark_spots' 'brightening']",['drying' 'irritating'],['rosacea' 'eczema'],6,2,2,True,False,True,False,False,False,False,True,False,False,False,True,"['Melaleuca Alternifolia Leaf Extract', 'Gaultheria Procumbens Leaf Extract', 'Arginine', 'Sodium Citrate', 'Tremella Fuciformis Extract', 'Citrus Limon Fruit Extract', 'Pyrus Malus Fruit Extract', 'Psidium Guajava Fruit Extract']","['Lactic Acid', 'Glycolic Acid', 'Glycerin', 'Arginine', 'Butylene Glycol', 'PEG-75']","['Alcohol', 'PEG-60 Hydrogenated Castor Oil']",[],[],[],"['Lactic Acid', 'Glycolic Acid']","['Melaleuca Alternifolia Leaf Extract', 'Gaultheria Procumbens Leaf Extract', 'Tremella Fuciformis Extract', 'Citrus Limon Fruit Extract', 'Pyrus Malus Fruit Extract', 'Psidium Guajava Fruit Extract', 'PEG-60 Hydrogenated Castor Oil', 'Mentha Piperita Oil']",[],[],"['Propanediol', 'Glycerin', 'Butylene Glycol', 'Xanthan Gum']",['Mentha Piperita Oil'],"['Alcohol', 'Mentha Piperita Oil']",[]
Fourth Ray Beauty,AM To The PM Gel Cleanser,face cleanser,United States,"['Water' 'Sodium Lauroyl Methyl Isethionate' 'Glycerin' 'Polysorbate 20'
 'Decyl Glucoside' 'Cocamidopropyl Hydroxysultaine'
 'Cocamidopropyl Betaine' 'Disodium Laureth Sulfosuccinate'
 'Litchi Chinensis Fruit Extract' 'Hedychium Coronarium Root Extract'
 'Lotus Corniculatus Flower Extract' 'Hydrolyzed Jojoba Protein' 'Quartz'
 'Rose Extract' 'Camellia Sinensis Leaf Extract'
 'Lavandula Angustifolia Flower/Leaf/Stem Extract'
 'Cupressus Sempervirens Leaf/Stem Extract'
 'Jasminum Officinale Flower/Leaf Extract'
 'Citrus Aurantium Bergamia Fruit Extract'
 'Citrus Aurantium Amara Flower Extract' 'Mangifera Indica Fruit Extract'
 'Prunus Amygdalus Dulcis Seed Extract'
 'Rosmarinus Officinalis Leaf Extract' 'Salvia Officinalis Leaf Extract'
 'Pyrus Malus Fruit Extract' 'Cucumis Sativus Fruit Extract'
 'Cucumis Melo Fruit Extract' 'Cananga Odorata Flower Extract'
 'Coffea Arabica Leaf/Seed Extract'
 'Cucumis Melo Cantalupensis Fruit Extract' 'Sodium Chloride' 'Panthenol'
 'Caprylic/Capric Triglyceride' 'Cocamide Mipa'
 'Disodium Lauryl Sulfosuccinate'
 'Hydroxypropyl Guar Hydroxypropyltrimonium Chloride' 'Trisodium EDTA'
 'Potassium Sorbate' 'Caprylyl Glycol' 'Hexylene Glycol' 'Phenoxyethanol'
 'Ci 19140' 'Ci 14700' 'Ci 60730']",44,['reduces_irritation' 'drying' 'acne_trigger'],['reduces_irritation'],['drying' 'acne_trigger'],[],1,2,0,True,False,True,False,False,False,False,False,False,False,False,True,"['Litchi Chinensis Fruit Extract', 'Hedychium Coronarium Root Extract', 'Lotus Corniculatus Flower Extract', 'Rose Extract', 'Camellia Sinensis Leaf Extract', 'Lavandula Angustifolia Flower/Leaf/Stem Extract', 'Cupressus Sempervirens Leaf/Stem Extract', 'Jasminum Officinale Flower/Leaf Extract', 'Citrus Aurantium Bergamia Fruit Extract', 'Citrus Aurantium Amara Flower Extract', 'Mangifera Indica Fruit Extract', 'Prunus Amygdalus Dulcis Seed Extract', 'Rosmarinus Officinalis Leaf Extract', 'Salvia Officinalis Leaf Extract', 'Pyrus Malus Fruit Extract', 'Cucumis Sativus Fruit Extract', 'Cucumis Melo Fruit Extract', 'Cananga Odorata Flower Extract', 'Coffea Arabica Leaf/Seed Extract', 'Cucumis Melo Cantalupensis Fruit Extract']","['Glycerin', 'Panthenol']","['Hydrolyzed Jojoba Protein', 'Caprylic/Capric Triglyceride']",[],[],[],[],"['Litchi Chinensis Fruit Extract', 'Hedychium Coronarium Root Extract', 'Lotus Corniculatus Flower Extract', 'Hydrolyzed Jojoba Protein', 'Rose Extract', 'Camellia Sinensis Leaf Extract', 'Lavandula Angustifolia Flower/Leaf/Stem Extract', 'Cupressus Sempervirens Leaf/Stem Extract', 'Jasminum Officinale Flower/Leaf Extract', 'Citrus Aurantium Bergamia Fruit Extract', 'Citrus Aurantium Amara Flower Extract', 'Mangifera Indica Fruit Extract', 'Prunus Amygdalus Dulcis Seed Extract', 'Rosmarinus Officinalis Leaf Extract', 'Salvia Officinalis Leaf Extract', 'Pyrus Malus Fruit Extract', 'Cucumis Sativus Fruit Extract', 'Cucumis Melo Fruit Extract', 'Cananga Odorata Flower Extract', 'Coffea Arabica Leaf/Seed Extract', 'Cucumis Melo Cantalupensis Fruit Extract', 'Caprylic/Capric Triglyceride', 'Caprylyl Glycol']",[],[],"['Glycerin', 'Cocamidopropyl Betaine', 'Sodium Chloride', 'Caprylic/Capric Triglyceride', 'Hexylene Glycol']",['Cananga Odorata Flower Extract'],['Cananga Odorata Flower Extract'],[]
Balea,Beauty Hyaluron Serum,serum,Germany,"['Water' 'Glycerin' 'Pentylene Glycol' 'Alcohol' 'Betaine'
 'Xylitylglucoside' 'Anhydroxylitol' 'Pisum Sativum Extract'
 'Hydrolyzed Hyaluronic Acid' 'Hydrolyzed Sodium Hyaluronate'
 'Sodium Hyaluronate' 'Polyglyceryl-10 Laurate' 'Xylitol' 'Xanthan Gum'
 'Heptyl Glucoside' 'Tocopherol' 'Sodium Citrate' 'Citric Acid'
 'Sodium Hydroxide' 'Heptanol' 'Ethylhexylglycerin' 'Phenoxyethanol'
 'Benzyl Benzoate' 'Benzyl Salicylate' 'Benzyl Alcohol' 'Parfum']",26,"['reduces_large_pores' 'anti_aging' 'scar_healing' 'brightening' 'drying'
 'irritating' 'rosacea']",['reduces_large_pores' 'anti_aging' 'scar_healing' 'brightening'],['drying' 'irritating'],['rosacea'],4,2,1,True,False,True,False,True,False,False,True,False,False,False,True,"['Pisum Sativum Extract', 'Sodium Hyaluronate', 'Tocopherol', 'Sodium Citrate']","['Glycerin', 'Pentylene Glycol', 'Betaine', 'Xylitylglucoside', 'Anhydroxylitol', 'Hydrolyzed Hyaluronic Acid', 'Hydrolyzed Sodium Hyaluronate', 'Sodium Hyaluronate', 'Xylitol', 'Ethylhexylglycerin']",['Alcohol'],[],[],[],[],"['Anhydroxylitol', 'Pisum Sativum Extract', 'Benzyl Benzoate']",[],[],"['Glycerin', 'Xylitol', 'Xanthan Gum', 'Benzyl Alcohol']","['Benzyl Benzoate', 'Benzyl Salicylate', 'Parfum']","['Alcohol', 'Benzyl Salicylate', 'Parfum']",[]
Yes To,Tomatoes Detoxifying Charcoal Acne Roller Ball Spot Treatment,facial treatment,United States,"['Salicylic Acid 2%' 'Aloe Barbadensis Leaf Juice' 'Water'
 'Hamamelis Virginiana Water' 'Coco-Caprylate' 'Acacia Senegal Gum'
 'Octyldodecanol' 'Xanthan Gum' 'Propanediol' 'Dicaprylyl Ether' 'Alcohol'
 'Arachidyl Alcohol' 'Biosaccharide Gum-1' 'Tocopheryl Acetate'
 'Solanum Lycopersicum Leaf Extract' 'Charcoal Powder'
 'Zingiber Officinale Root Juice' 'Melaleuca Alternifolia Leaf Oil'
 'Glycerin' 'Sodium Hydroxide' 'Ethylhexylglycerin' 'Allantoin'
 'Bisabolol' 'Behenyl Alcohol' 'C12-20 Alkyl Glucoside'
 'Arachidyl Glucoside' 'Phenoxyethanol' 'Parfum' 'Benzyl Benzoate'
 'Limonene' 'Butylphenyl Methylpropional' 'Coumarin']",32,"['good_for_oily_skin' 'reduces_irritation' 'reduces_large_pores'
 'acne_fighting' 'brightening' 'drying' 'irritating' 'rosacea' 'eczema']","['good_for_oily_skin' 'reduces_irritation' 'reduces_large_pores'
 'acne_fighting' 'brightening']",['drying' 'irritating'],['rosacea' 'eczema'],5,2,2,True,False,True,False,False,False,False,False,False,False,False,True,"['Aloe Barbadensis Leaf Juice', 'Tocopheryl Acetate', 'Solanum Lycopersicum Leaf Extract', 'Bisabolol', 'Coumarin']","['Aloe Barbadensis Leaf Juice', 'Biosaccharide Gum-1', 'Glycerin', 'Ethylhexylglycerin']","['Coco-Caprylate', 'Octyldodecanol', 'Dicaprylyl Ether', 'Alcohol', 'Arachidyl Alcohol']","['Octyldodecanol', 'Charcoal Powder']",[],[],[],"['Aloe Barbadensis Leaf Juice', 'Solanum Lycopersicum Leaf Extract', 'Melaleuca Alternifolia Leaf Oil', 'Allantoin', 'Bisabolol', 'Benzyl Benzoate', 'Limonene', 'Coumarin']",['Charcoal Powder'],['Biosaccharide Gum-1'],"['Coco-Caprylate', 'Acacia Senegal Gum', 'Octyldodecanol', 'Xanthan Gum', 'Propanediol', 'Arachidyl Alcohol', 'Biosaccharide Gum-1', 'Glycerin', 'Behenyl Alcohol']","['Melaleuca Alternifolia Leaf Oil', 'Parfum', 'Benzyl Benzoate', 'Limonene', 'Butylphenyl Methylpropional']","['Alcohol', 'Melaleuca Alternifolia Leaf Oil', 'Parfum', 'Limonene', 'Butylphenyl Methylpropional']",[]
Fresh,Black Tea Age-Delay Firming Serum,serum,United States,"['Water' 'Glycerin' 'Butylene Glycol' 'Jojoba Oil Peg-150 Esters'
 'Pentylene Glycol' 'Methyl Gluceth-20' 'Peg-6 Caprylic/Capric Glycerides'
 'Acacia Senegal Gum' 'Peg-40 Hydrogenated Castor Oil' 'Rhizobian Gum'
 'Xanthan Gum' 'Saccharomyces Ferment Filtrate'
 'Camellia Sinensis Leaf Extract' 'Rubus Fruticosus Leaf Extract'
 'Lonicera Japonica Leaf Extract' 'Litchi Chinensis Seed Extract'
 'Tocopheryl Acetate' 'Tocopherol' 'Acetyl Dipeptide-1 Cetyl Ester'
 'Palmitoyl Tetrapeptide-7' 'Peg-150' 'Squalane' 'Lecithin' 'Carbomer'
 'Sorbitan Laurate' 'Sorbitol' 'Parfum' 'Sodium Acrylates Copolymer'
 'Maltodextrin' 'Algin' 'Sodium Hydroxide' 'Polyquaternium-51' 'Adenosine'
 'Hydroxyethylcellulose' 'Polyvinyl Alcohol' 'Lactic Acid' 'BHA'
 'Cellulose Gum' 'Sodium Citrate' 'Citric Acid' 'Potassium Sorbate'
 'Biotin' 'Linalool' 'Citronellol' 'Phenoxyethanol']",45,"['hydrating' 'reduces_large_pores' 'anti_aging' 'scar_healing'
 'brightening' 'drying' 'irritating' 'rosacea' 'eczema']","['hydrating' 'reduces_large_pores' 'anti_aging' 'scar_healing'
 'brightening']",['drying' 'irritating'],['rosacea' 'eczema'],5,2,2,True,False,True,False,False,False,False,True,False,False,True,True,"['Saccharomyces Ferment Filtrate', 'Camellia Sinensis Leaf Extract', 'Rubus Fruticosus Leaf Extract', 'Lonicera Japonica Leaf Extract', 'Litchi Chinensis Seed Extract', 'Tocopheryl Acetate', 'Tocopherol', 'Squalane', 'Algin', 'BHA', 'Sodium Citrate']","['Glycerin', 'Butylene Glycol', 'Pentylene Glycol', 'Methyl Gluceth-20', 'Saccharomyces Ferment Filtrate', 'Sorbitol', 'Maltodextrin', 'Polyquaternium-51', 'Lactic Acid']","['PEG-40 Hydrogenated Castor Oil', 'Squalane', 'Lecithin', 'Algin']",[],"['Acetyl Dipeptide-1 Cetyl Ester', 'Palmitoyl Tetrapeptide-7']",[],['Lactic Acid'],"['PEG-40 Hydrogenated Castor Oil', 'Saccharomyces Ferment Filtrate', 'Camellia Sinensis Leaf Extract', 'Rubus Fruticosus Leaf Extract', 'Lonicera Japonica Leaf Extract', 'Litchi Chinensis Seed Extract', 'Algin', 'Adenosine', 'Cellulose Gum', 'Linalool', 'Citronellol']",['Maltodextrin'],"['Rhizobian Gum', 'Sodium Acrylates Copolymer', 'Maltodextrin', 'Polyquaternium-51', 'Hydroxyethylcellulose', 'Polyvinyl Alcohol']","['Glycerin', 'Butylene Glycol', 'Acacia Senegal Gum', 'PEG-40 Hydrogenated Castor Oil', 'Xanthan Gum', 'Carbomer', 'Sorbitol', 'Sodium Acrylates Copolymer', 'Hydroxyethylcellulose', 'Polyvinyl Alcohol', 'Cellulose Gum']","['Parfum', 'Linalool', 'Citronellol']","['Parfum', 'Linalool', 'Citronellol']",[]
Skin Proud,Sorbet Skin Everyday Jelly Moisturiser,day moisturizer,United Kingdom,"['Water' 'Glycerin' 'Cyclopentasiloxane' 'Butylene Glycol' 'Dimethicone'
 'Sodium Chloride' 'Dimethicone Crosspolymer' 'Phenoxyethanol'
 'Peg/Ppg-18/18 Dimethicone' 'Cetyl Peg/Ppg-10/1 Dimethicone'
 'Chlorphenesin' 'Rosa Damascena Flower Water' 'Parfum' 'Pentylene Glycol'
 'Biosaccharide Gum-1' 'Sodium Acetylated Hyaluronate'
 'Sodium Hyaluronate' 'Sodium Hyaluronate Crosspolymer'
 'Hydrolyzed Sodium Hyaluronate' 'Ethylhexylglycerin' 'Benzyl Salicylate'
 'Ci 14700']",22,['drying' 'acne_trigger'],[],['drying' 'acne_trigger'],[],0,2,0,True,False,True,False,True,False,False,False,False,False,False,True,"['Sodium Acetylated Hyaluronate', 'Sodium Hyaluronate', 'Sodium Hyaluronate Crosspolymer']","['Glycerin', 'Butylene Glycol', 'Pentylene Glycol', 'Biosaccharide Gum-1', 'Sodium Acetylated Hyaluronate', 'Sodium Hyaluronate', 'Sodium Hyaluronate Crosspolymer', 'Hydrolyzed Sodium Hyaluronate', 'Ethylhexylglycerin']","['Cyclopentasiloxane', 'Dimethicone']",[],[],[],[],['Rosa Damascena Flower Water'],[],['Biosaccharide Gum-1'],"['Glycerin', 'Butylene Glycol', 'Sodium Chloride', 'Dimethicone Crosspolymer', 'Biosaccharide Gum-1']","['Rosa Damascena Flower Water', 'Parfum', 'Benzyl Salicylate']","['Parfum', 'Benzyl Salicylate']",[]
Rohto Mentholatum,Skin Aqua UV Super Moisture Gel SPF 50+ PA ++++,sunscreen,Japan,"['Water' 'Alcohol' 'Ethylhexyl Methoxycinnamate' 'Dipropylene Glycol'
 'Sodium Hyaluronate' 'Sodium Acetylated Hyaluronate'
 'Hydrolyzed Collagen' 'Arginine'
 'Diethylamino Hydroxybenzoyl Hexyl Benzoate'
 'Glycol Dimethacrylate Crosspolymer' 'Butylene Glycol'
 'Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine' 'Ethylhexyl Triazone'
 'Acrylates Copolymer' 'Triethanolamine'
 'Bis-Peg-18 Methyl Ether Dimethyl Silane' 'Polystyrene' 'Disodium EDTA'
 'Xanthan Gum' 'Polyvinyl Alcohol' 'Methylparaben']",21,['anti_aging' 'irritating' 'rosacea'],['anti_aging'],['irritating'],['rosacea'],1,1,1,False,False,True,False,True,False,False,False,False,False,False,True,"['Sodium Hyaluronate', 'Sodium Acetylated Hyaluronate', 'Arginine']","['Sodium Hyaluronate', 'Sodium Acetylated Hyaluronate', 'Hydrolyzed Collagen', 'Arginine', 'Butylene Glycol']","['Alcohol', 'Acrylates Copolymer']",[],[],[],[],[],[],"['Acrylates Copolymer', 'Polyvinyl Alcohol']","['Dipropylene Glycol', 'Butylene Glycol', 'Acrylates Copolymer', 'Bis-PEG-18 Methyl Ether Dimethyl Silane', 'Xanthan Gum', 'Polyvinyl Alcohol']",[],['Alcohol'],[]
